 Count  Overhead File                                                                                                      Line Function
     9         0 @Distributions/src/univariate/continuous/chi.jl                                                             89 ccdf
     1         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/reader.jl                                     15 Reader
     1         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/reader.jl                                     28 GeneticVariation.VCF.Reader(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream})
     5         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/reader.jl                                    290 macro expansion
     1         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/reader.jl                                     36 stream
     1         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    622 #18
     3         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    415 alt
     2         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    350 chrom(::GeneticVariation.VCF.Record)
     1         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    622 findgenokey
     2         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    381 id
     7         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    383 id
     2         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                     79 initialize!(::GeneticVariation.VCF.Record)
     1         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    682 isequaldata(::String, ::Array{UInt8,1}, ::UnitRange{Int64})
     1         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    686 memcmp
     4         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    367 pos(::GeneticVariation.VCF.Record)
     3         0 /home/biona001/.julia/packages/GeneticVariation/r8DAL/src/vcf/record.jl                                    399 ref(::GeneticVariation.VCF.Record)
     2         0 @JLSO/src/file_io.jl                                                                                        88 #31
     2         0 @JLSO/src/file_io.jl                                                                                        88 load
     2         0 @JLSO/src/file_io.jl                                                                                        90 load(::IOStream)
  3168         0 @JLSO/src/file_io.jl                                                                                        97 macro expansion
     1         0 @JLSO/src/file_io.jl                                                                                        38 read(::IOStream, ::Type{JLSOFile})
     1         0 @JLSO/src/file_io.jl                                                                                        45 read(::IOStream, ::Type{JLSOFile})
  3168         0 @JLSO/src/serialization.jl                                                                                   4 deserialize(::Symbol, ::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}})
  3168         0 @JLSO/src/serialization.jl                                                                                  10 deserialize(::JLSO.Formatter{:julia_serialize}, ::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}})
  3168         0 @JLSO/src/serialization.jl                                                                                  53 getindex(::JLSOFile, ::Symbol)
     4         0 @MendelImpute/src/breakpoints.jl                                                                            27 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
     2         0 @MendelImpute/src/breakpoints.jl                                                                            32 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
     1         0 @MendelImpute/src/breakpoints.jl                                                                            33 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    10         0 @MendelImpute/src/breakpoints.jl                                                                            37 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    72         0 @MendelImpute/src/breakpoints.jl                                                                            39 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    12         0 @MendelImpute/src/breakpoints.jl                                                                            40 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    17         0 @MendelImpute/src/breakpoints.jl                                                                            41 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    11         0 @MendelImpute/src/breakpoints.jl                                                                            43 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
     1         0 @MendelImpute/src/breakpoints.jl                                                                            74 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
     3         0 @MendelImpute/src/breakpoints.jl                                                                            75 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
     7         0 @MendelImpute/src/breakpoints.jl                                                                            79 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    36         0 @MendelImpute/src/breakpoints.jl                                                                            81 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    14         0 @MendelImpute/src/breakpoints.jl                                                                            82 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    15         0 @MendelImpute/src/breakpoints.jl                                                                            83 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
    10         0 @MendelImpute/src/breakpoints.jl                                                                            85 continue_haplotype(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Tuple{Int32,Int32}, ::Tuple{Int32,Int32})
     1         1 @MendelImpute/src/breakpoints.jl                                                                             ? search_breakpoint(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::BitArray{1}, ::BitArray{1}, ::BitArray{1})
     3         3 @MendelImpute/src/breakpoints.jl                                                                           121 search_breakpoint(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::BitArray{1}, ::BitArray{1}, ::BitArray{1})
    15         0 @MendelImpute/src/breakpoints.jl                                                                           122 search_breakpoint(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::BitArray{1}, ::BitArray{1}, ::BitArray{1})
     1         1 @MendelImpute/src/breakpoints.jl                                                                           131 search_breakpoint(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::BitArray{1}, ::BitArray{1}, ::BitArray{1})
     2         0 @MendelImpute/src/breakpoints.jl                                                                           132 search_breakpoint(::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Int64},true}, ::BitArray{1}, ::BitArray{1}, ::BitArray{1})
    55         0 @MendelImpute/src/compress.jl                                                                              125 complete_idx_to_unique_all_idx
    24         0 @MendelImpute/src/compress.jl                                                                              134 complete_idx_to_unique_typed_idx
     7         0 @MendelImpute/src/compress.jl                                                                              116 unique_idx_to_complete_idx
    37         0 @MendelImpute/src/haplotype_pair.jl                                                                        416 haplopair!(::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false}, ::BitArray{2}; happair1::Array{Int32,1}, happair2::Array{Int32,1}, hapscore::Array{Float32,1}, inv_sqrt_allele_var::Nothing, Xwork::Array{Float32,2}, Hwork::Array{Float32,2}, M::Array{Float32,2}, N::Array{Float32,2})
   780         0 @MendelImpute/src/haplotype_pair.jl                                                                        428 haplopair!(::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false}, ::BitArray{2}; happair1::Array{Int32,1}, happair2::Array{Int32,1}, hapscore::Array{Float32,1}, inv_sqrt_allele_var::Nothing, Xwork::Array{Float32,2}, Hwork::Array{Float32,2}, M::Array{Float32,2}, N::Array{Float32,2})
363564         0 @MendelImpute/src/haplotype_pair.jl                                                                        430 haplopair!(::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false}, ::BitArray{2}; happair1::Array{Int32,1}, happair2::Array{Int32,1}, hapscore::Array{Float32,1}, inv_sqrt_allele_var::Nothing, Xwork::Array{Float32,2}, Hwork::Array{Float32,2}, M::Array{Float32,2}, N::Array{Float32,2})
   410         0 @MendelImpute/src/haplotype_pair.jl                                                                         57 compute_optimal_haplotypes!(::Array{Array{Int32,1},1}, ::Array{Array{Int32,1},1}, ::MendelImpute.CompressedHaplotypes, ::Array{Union{Missing, UInt8},2}, ::Array{Int64,1}, ::Nothing, ::Nothing, ::Bool, ::Int64, ::Bool)
   397         0 @MendelImpute/src/haplotype_pair.jl                                                                         84 compute_optimal_haplotypes!(::Array{Array{Int32,1},1}, ::Array{Array{Int32,1},1}, ::MendelImpute.CompressedHaplotypes, ::Array{Union{Missing, UInt8},2}, ::Array{Int64,1}, ::Nothing, ::Nothing, ::Bool, ::Int64, ::Bool)
    10        10 @MendelImpute/src/haplotype_pair.jl                                                                          ? getindex
   136       136 @MendelImpute/src/haplotype_pair.jl                                                                          ? haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
  4404         0 @MendelImpute/src/haplotype_pair.jl                                                                        469 haplopair!(::Array{Float32,2}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true}, ::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::Nothing)
359129         0 @MendelImpute/src/haplotype_pair.jl                                                                        496 haplopair!(::Array{Float32,2}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true}, ::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::Nothing)
    31         0 @MendelImpute/src/haplotype_pair.jl                                                                        499 haplopair!(::Array{Float32,2}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true}, ::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::Nothing)
   836         0 @MendelImpute/src/haplotype_pair.jl                                                                        541 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
  1060        40 @MendelImpute/src/haplotype_pair.jl                                                                        544 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 41879         0 @MendelImpute/src/haplotype_pair.jl                                                                        545 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 55706     34899 @MendelImpute/src/haplotype_pair.jl                                                                        546 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
   146         0 @MendelImpute/src/haplotype_pair.jl                                                                        547 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 25109         0 @MendelImpute/src/haplotype_pair.jl                                                                        549 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 46043     12575 @MendelImpute/src/haplotype_pair.jl                                                                        550 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
     3         0 @MendelImpute/src/haplotype_pair.jl                                                                        551 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 29907         0 @MendelImpute/src/haplotype_pair.jl                                                                        553 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 48588     11412 @MendelImpute/src/haplotype_pair.jl                                                                        554 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
     6         0 @MendelImpute/src/haplotype_pair.jl                                                                        555 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 33118         0 @MendelImpute/src/haplotype_pair.jl                                                                        557 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 47511     22872 @MendelImpute/src/haplotype_pair.jl                                                                        558 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
     1         0 @MendelImpute/src/haplotype_pair.jl                                                                        559 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
 28274         5 @MendelImpute/src/haplotype_pair.jl                                                                        561 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
   150         3 @MendelImpute/src/haplotype_pair.jl                                                                        564 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
   653       199 @MendelImpute/src/haplotype_pair.jl                                                                        569 haplopair!(::Array{Int32,1}, ::Array{Int32,1}, ::Array{Float32,1}, ::SubArray{Float32,2,Array{Float32,2},Tuple{UnitRange{Int64},UnitRange{Int64}},false}, ::SubArray{Float32,2,Array{Float32,2},Tuple{Base.Slice{Base.OneTo{Int64}},UnitRange{Int64}},true})
364381         0 @MendelImpute/src/haplotype_pair.jl                                                                        412 (::MendelImpute.var"#haplopair!##kw")(::NamedTuple{(:inv_sqrt_allele_var, :happair1, :happair2, :hapscore, :Xwork, :Hwork, :M, :N),Tuple{Nothing,Array{Int32,1},Array{Int32,1},Array{Float32,1},Array{Float32,2},Array{Float32,2},Array{Float32,2},Array{Float32,2}}}, ::typeof(haplopair!), ::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false}, ::Bi...
   159       158 @MendelImpute/src/haplotype_pair.jl                                                                        640 initXfloat!(::Array{Float32,2}, ::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false})
     3         0 @MendelImpute/src/haplotype_pair.jl                                                                        641 initXfloat!(::Array{Float32,2}, ::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false})
   207         0 @MendelImpute/src/haplotype_pair.jl                                                                        642 initXfloat!(::Array{Float32,2}, ::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false})
   142       142 @MendelImpute/src/haplotype_pair.jl                                                                        648 initXfloat!(::Array{Float32,2}, ::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false})
   211         0 @MendelImpute/src/haplotype_pair.jl                                                                        651 initXfloat!(::Array{Float32,2}, ::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false})
    17         0 @MendelImpute/src/haplotype_pair.jl                                                                        656 initXfloat!(::Array{Float32,2}, ::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false})
    40         0 @MendelImpute/src/haplotype_pair.jl                                                                        657 initXfloat!(::Array{Float32,2}, ::SubArray{Union{Missing, UInt8},2,Array{Union{Missing, UInt8},2},Tuple{UnitRange{Int64},Base.Slice{Base.OneTo{Int64}}},false})
     2         0 @MendelImpute/src/haplotype_pair.jl                                                                         62 macro expansion
   339         0 @MendelImpute/src/haplotype_pair.jl                                                                         77 macro expansion
    69         0 @MendelImpute/src/haplotype_pair.jl                                                                         78 macro expansion
364383         2 @MendelImpute/src/haplotype_pair.jl                                                                        129 macro expansion
    70         0 @MendelImpute/src/haplotype_pair.jl                                                                        136 macro expansion
     6         0 @MendelImpute/src/haplotype_pair.jl                                                                        149 macro expansion
    37         0 @MendelImpute/src/haplotype_pair.jl                                                                        424 macro expansion
  2428         0 @MendelImpute/src/haplotype_pair.jl                                                                        474 macro expansion
  1101         2 @MendelImpute/src/haplotype_pair.jl                                                                        479 macro expansion
   533         0 @MendelImpute/src/haplotype_pair.jl                                                                        489 macro expansion
   342         0 @MendelImpute/src/haplotype_pair.jl                                                                        490 macro expansion
   235         0 @MendelImpute/src/haplotype_pair.jl                                                                        491 macro expansion
    31         0 @MendelImpute/src/haplotype_pair.jl                                                                        501 macro expansion
    22         0 @MendelImpute/src/haplotype_pair.jl                                                                        502 macro expansion
    32         0 @MendelImpute/src/haplotype_pair.jl                                                                        181 save_haplotypes!(::Array{Array{Int32,1},1}, ::Array{Array{Int32,1},1}, ::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Int64)
    38         0 @MendelImpute/src/haplotype_pair.jl                                                                        183 save_haplotypes!(::Array{Array{Int32,1},1}, ::Array{Array{Int32,1},1}, ::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Int64)
     1         1 @MendelImpute/src/impute.jl                                                                                  ? getindex
     3         0 @MendelImpute/src/impute.jl                                                                                239 impute_discard_phase!(::Array{Union{Missing, UInt8},2}, ::MendelImpute.CompressedHaplotypes, ::Array{HaplotypeMosaicPair,1})
    29        29 @MendelImpute/src/impute.jl                                                                                  ? macro expansion
   279         0 @MendelImpute/src/impute.jl                                                                                240 macro expansion
    65        62 @MendelImpute/src/impute.jl                                                                                241 macro expansion
   531         0 @MendelImpute/src/impute.jl                                                                                243 macro expansion
   501         0 @MendelImpute/src/impute.jl                                                                                244 macro expansion
    21         0 @MendelImpute/src/impute.jl                                                                                249 macro expansion
    39         0 @MendelImpute/src/impute.jl                                                                                251 macro expansion
    51         0 @MendelImpute/src/impute.jl                                                                                255 macro expansion
    35         0 @MendelImpute/src/impute.jl                                                                                256 macro expansion
   362        14 @MendelImpute/src/impute.jl                                                                                257 macro expansion
     3         1 @MendelImpute/src/impute.jl                                                                                285 update_marker_position!(::Array{HaplotypeMosaicPair,1}, ::Array{Union{Nothing, Int64},1})
  4875         1 @MendelImpute/src/impute.jl                                                                                 17 write(::String, ::Array{Union{Missing, UInt8},2}, ::MendelImpute.CompressedHaplotypes, ::Array{String,1})
     1         0 @MendelImpute/src/impute.jl                                                                                 29 write(::String, ::Array{Union{Missing, UInt8},2}, ::MendelImpute.CompressedHaplotypes, ::Array{String,1}, ::Nothing)
    43         0 @MendelImpute/src/impute.jl                                                                                 46 write(::String, ::Array{Union{Missing, UInt8},2}, ::MendelImpute.CompressedHaplotypes, ::Array{String,1}, ::Nothing)
  1280         0 @MendelImpute/src/impute.jl                                                                                 50 write(::String, ::Array{Union{Missing, UInt8},2}, ::MendelImpute.CompressedHaplotypes, ::Array{String,1}, ::Nothing)
  3494         2 @MendelImpute/src/impute.jl                                                                                 52 write(::String, ::Array{Union{Missing, UInt8},2}, ::MendelImpute.CompressedHaplotypes, ::Array{String,1}, ::Nothing)
    56         0 @MendelImpute/src/impute.jl                                                                                 53 write(::String, ::Array{Union{Missing, UInt8},2}, ::MendelImpute.CompressedHaplotypes, ::Array{String,1}, ::Nothing)
    16        16 @MendelImpute/src/impute.jl                                                                                  ? write_snp!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{Int64,Base.Slice{Base.OneTo{Int64}}},true})
   697       429 @MendelImpute/src/impute.jl                                                                                127 write_snp!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{Int64,Base.Slice{Base.OneTo{Int64}}},true})
   513         0 @MendelImpute/src/impute.jl                                                                                128 write_snp!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{Int64,Base.Slice{Base.OneTo{Int64}}},true})
    10         2 @MendelImpute/src/impute.jl                                                                                129 write_snp!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{Int64,Base.Slice{Base.OneTo{Int64}}},true})
    31         0 @MendelImpute/src/impute.jl                                                                                130 write_snp!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{Int64,Base.Slice{Base.OneTo{Int64}}},true})
     2         0 @MendelImpute/src/impute.jl                                                                                131 write_snp!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{Int64,Base.Slice{Base.OneTo{Int64}}},true})
     9         0 @MendelImpute/src/impute.jl                                                                                132 write_snp!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{Int64,Base.Slice{Base.OneTo{Int64}}},true})
     2         0 @MendelImpute/src/impute.jl                                                                                137 write_snp!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::SubArray{Union{Missing, UInt8},1,Array{Union{Missing, UInt8},2},Tuple{Int64,Base.Slice{Base.OneTo{Int64}}},true})
     6         6 @MendelImpute/src/intersect.jl                                                                               ? getindex
     2         2 @MendelImpute/src/intersect.jl                                                                             199 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
     5         0 @MendelImpute/src/intersect.jl                                                                             200 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
